      0		idle		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		
      1		idle		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		
      2		reset		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		
  20569		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20570		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20571		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20572		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20573		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20574		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20575		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20576		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20577		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20578		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20579		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20580		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20581		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20582		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20583		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20584		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20585		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20586		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20587		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20588		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20589		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20590		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20591		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20592		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20593		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20594		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20595		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20596		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20597		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20598		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20599		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20600		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20601		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20602		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20603		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20604		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20605		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20606		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20607		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20608		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20609		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20610		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20611		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20612		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20613		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20614		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20615		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20616		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20617		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20618		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20619		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20620		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20621		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20622		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20623		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20624		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20625		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20626		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20627		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20628		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20629		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20630		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20631		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20632		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20633		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20634		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20635		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20636		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20637		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20638		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20639		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20640		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20641		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20642		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20643		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20644		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20645		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20646		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20647		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20648		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20649		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20650		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20651		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20652		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20653		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20654		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20655		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20656		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20657		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20658		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20659		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20660		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20661		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20662		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20663		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20664		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20665		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20666		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20667		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20668		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20669		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20670		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20671		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20672		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20673		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20674		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20675		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20676		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20677		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20678		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20679		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20680		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20681		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20682		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20683		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20684		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20685		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20686		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20687		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20688		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20689		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20690		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20691		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20692		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20693		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20694		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20695		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20696		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20697		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20698		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20699		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20700		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20701		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20702		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20703		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20704		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20705		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20706		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20707		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20708		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20709		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20710		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20711		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20712		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20713		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20714		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20715		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20716		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20717		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20718		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20719		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20720		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20721		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20722		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20723		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20724		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20725		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20726		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20727		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20728		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20729		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20730		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20731		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20732		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20733		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20734		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20735		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20736		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20737		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20738		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20739		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20740		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20741		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20742		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20743		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20744		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20745		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20746		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20747		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20748		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20749		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20750		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20751		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20752		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20753		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20754		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20755		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20756		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20757		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20758		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20759		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20760		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20761		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20762		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20763		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20764		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20765		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20766		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20767		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20768		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20769		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20770		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20771		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20772		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20773		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20774		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20775		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20776		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20777		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20778		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20779		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20780		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20781		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20782		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20783		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20784		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20785		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20786		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20787		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20788		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20789		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20790		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20791		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20792		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20793		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20794		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20795		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20796		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20797		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20798		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20799		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20800		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20801		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20802		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20803		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20804		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20805		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20806		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20807		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20808		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20809		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20810		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20811		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20812		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20813		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20814		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20815		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20816		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20817		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20818		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20819		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20820		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20821		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20822		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20823		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20824		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20825		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20826		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20827		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20828		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20829		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20830		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20831		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20832		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20833		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20834		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20835		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20836		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20837		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20838		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20839		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20840		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20841		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20842		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20843		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20844		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20845		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20846		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20847		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20848		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20849		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20850		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20851		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20852		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20853		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20854		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20855		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20856		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20857		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20858		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20859		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20860		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20861		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20862		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20863		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20864		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20865		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20866		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20867		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20868		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20869		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20870		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20871		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20872		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20873		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20874		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20875		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20876		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20877		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20878		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20879		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20880		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20881		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20882		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20883		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20884		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20885		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20886		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20887		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20888		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20889		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20890		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20891		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20892		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20893		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20894		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20895		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20896		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20897		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20898		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20899		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20900		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20901		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20902		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20903		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20904		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20905		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20906		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20907		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20908		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20909		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20910		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20911		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20912		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20913		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20914		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20915		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20916		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20917		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20918		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20919		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20920		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20921		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20922		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20923		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20924		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20925		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20926		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20927		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20928		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20929		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20930		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20931		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
